operacao|ctefctef|cnpjctef|empresactef|valorCtef|valorAceitoCaixa
0314386|196/16|07.266.994/0001-31|PINA - Arquitetura Eireli - ME|nan|184159,12
0293831||26.600.580/0001-41|CONSÓRCIO PB/MEMP|nan|8663499,66
0233562||07.047.785/0001-05|IRMAOS MURAD EMPREENDIMENTOS LTDA|nan|1561492,47
0233562||04.962.883/0001-71|CHM CONSTRUTORA LTDA|nan|36540,60
0233562||04.962.883/0001-71|CHM CONSTRUTORA LTDA|nan|2382091,37
0233562||01.992.029/0001-60|RC VIEIRA ENG. LTDA|nan|984050,48
1003827|52/2015|17.560.794/0001-40|ELF Teixeira Construções e Serviços Eireli|0,00|201493,88
0413181|149/16|02.053.711/0001-50|SERCOL Saneamento e Construções Ltda|nan|3401498,07
0424373|||TRABALHO SOCIAL|nan|0,00
0471652||21.533.587/0001-03|TATIANE VIEIRA  ME|nan|127283,14
1015949||18.046.696/0001-52|CONSTRUSET LTDA.|0,00|596480,98
0218825||59.603.134/0001-40|Araguaia Construtora|nan|0,00
0218825||00.986.297/0001-06|ECG Engª Construções e Geotecnia Ltda|nan|0,00
0218825||68.224.948/0001-64|Construtural Engª e Construções Ltda|nan|0,00
0218825||01.454.603/0001-26|JRA Empreendimentos e Engª Ltda|nan|0,00
0218825||04.464.958/0001-94|Construtora Porto Construções e Projetos Ltda|nan|0,00
0218825||08.231.662/0001-84|Versátil Engenharia Ltda|nan|0,00
0416279||19.478.960/0001-90|Consórcio Centro Seco|nan|0,00
0218824||49.957.137/0001-28|TERMAQ - TERRAPLENAGEMCONSTR. E ESCAVAÇÕES LTDA|nan|0,00
0218824||21.617.548/0001-55|Emparsanco Engenharia|nan|7755808,24
0302571||67.305.896/0001-98|ERBAUEN CONSTRUTORA E INCORPORADORA LTDA|nan|1061395,11
0302571||62.802.012/0001-97|Paulista Obras e Pavimentação Ltda|nan|25996074,23
0302571||55.069.736/0001-08|Geométrica Engenharia de projetos Ltda(Projetos)|nan|1447604,12
0302571||57.394.447/0001-00|IEME BRASIL ENGENHARIA CONSULTIVA LTDA|nan|0,00
0302571||57.394.447/0001-00|IEME BRASIL ENGENHARIA CONSULTIVA|nan|0,00
0218825||49.723.802/0001-19|Scopus Construtora e Incorporadora Ltda|nan|0,00
0445175||08.330.236/0001-06|INTEGRAL ENGENHARIA E CONSTRUÇÕES  LTDA|nan|977853,36
0352785|200/2013|63.972.277/0001-04|Construtora Cronacon LTDA|46708580,37|0,00
0352785|72/2022|01.115.194/0001-33|Diagonal Empreendimentos e Gestão de Negócios Ltda|1516725,40|1516725,40
0352785||67.987.198/0003-81|TCRE Engenharia Ltda|nan|0,00
0352792|201/2013|47.383.971/0001-21|Planova Planejamento e Construções LTDA|0,00|0,00
0352792||01.115.194/0019-62|Diagonal Empreendimentos e Gestão de Negócios Ltda|nan|0,00
0352792||67.987.198/0003-81|TCRE Engenharia Ltda|nan|0,00
0351010||09.033.330/0001-58|COMPEC GALASSO E CONSTRUÇÕES|nan|0,00
0351010||08.231.662/0001-84|VERSÁTIL ENGENHARIA LTDA 					|nan|0,00
0351010|16/Lote 2|09.033.330/0001-58|COMPEC GALASSO E CONSTRUÇÕES|0,00|0,00
0421269||60.676.616/0001-09|Construtora Cappellano LTDA|nan|0,00
0424548||07.179.957/0001-96|INTERAÇÃO SERVIÇOS DE COMUNICAÇÃO LTDA|nan|526000,00
0424365||11.466.953/0001-66|EME Engenharia Ambiental Ltda|nan|230000,00
0424365||09.117.368/0001-09|Peruibe Comercio de Produtos Eletro Eletronicos ltda ME|nan|910,00
0424365||12.406.354/0001-10|JR comercio de Eletronicos e Informatica Ltda|nan|8598,67
0424365||23.314.202/0001-03|Emerson Santos Cioffi-Assessoria ME|nan|1999,98
0424365||34.770.156/0001-73|Lap Top Informatica e Tecnologia ltda EPP|nan|15984,98
0424365||07.714.068/0001-81|Industria Grafica Almiranei Ltda ME|nan|23532,00
0424365||23.314.202/0001-03|Emerson Santos Cioffi-Assessoria ME|nan|16134,00
1006829||16.746.015/0001-33|Acesso Soluções Industriais Ltda - ME|nan|636313,24
1021294||16.746.015/0001-33|Acesso Soluções Industriais Ltda - ME|nan|1068307,00
1021103||14.656.458/0001-08|M&RBR Engenharia do brasil ltda.|nan|298373,08
0222827|12/2016|04.593.605/0001-94|Emprenge Construtora Ltda|0,00|18635302,41
1006238|057/2015|20.004.962/0001-26|Tassinari Nery Empreendimentos|nan|504433,24
0214850||34.926.959/0001-95|VALE VERDE CONSTRUÇÕES COMERCIO E SEVICOS LTDA|0,00|16432565,07
0222793|061/PGE-2016|24.333.729/0001-48|Consórcio Agua, Saúde e Vida|nan|10555284,12
0222668||60.676.616/0001-09|VICI CONSTRUTORA|nan|15757541,34
0222668||66.748.955/0001-30|ALMEIDA SAPATA ENGENHARIA E CONSTRUÇÕES LTDA.|nan|21550509,90
0222668||01.294.872/0001-72|PILÃO ENGENHARIA E CONSTRUÇÕES LTDA.|nan|1591273,04
0222668||11.495.409/0001-42|BIO VIDA ENGENHARIA, CONSULTORIA SOCIAL E AMBIENTAL LTDA.|nan|2940000,00
0301584||00.986.297/0001-06|ECG ENGENHARIA E CONSTRUÇÕES GEOTECNICA LTDA.|nan|10289720,45
0301584||69.119.782/0001-89|CTAGEO ENGENHARIA E GEOPROCESSAMENTO LTDA.|nan|515000,00
0301585||06.226.944/0001-68|MTHOMAZ CONSTRUÇÕES E SERVIÇOS LTDA.|nan|7211139,38
0301585||69.119.782/0001-89|CTAGEO ENGENHARIA E GEOPROCESSAMENTO LTDA.|nan|1501683,00
0352719||08.231.662/0001-84|VERSÁTIL ENGENHARIA LTDA|nan|4579751,19
0301584||13.034.156/0001-35|TETO CONSTRUTORA LTDA.|nan|4836302,89
0301584||03.101.876/0001-12|DB CONSTRUÇÕES LTDA.|nan|364181,44
0301585||00.986.297/0001-06|ECG ENGENHARIA CONSTRUÇÕES E GEOTECNIA LTDA.|nan|2451801,93
0350876||28.672.087/0001-62|SAINT-GOBAIN CANALIZAÇÃO LTDA.|nan|605126,84
0350876||44.829.653/0001-53|ANGOLINI & ANGOLINI|nan|8476,74
0350876||02.271.201/0001-59|ASPERBRAS NORDESTE IRRIGAÇÃO LTDA.|nan|106455,82
0350876||11.161.972/0001-84|B&B MATERIAL HIDRÁULICO LTAD.|nan|1120,00
0350876||04.722.894/0001-84|HG COMÉRCIO DE MATERIAIS HIDRÁULICOS LTDA.|nan|2422,50
0350876||10.304.592/0001-99|AMF EQUIPAMENTOS HIDRÁULICOS LTDA.|nan|19463,00
0350876||05.859.556/0001-51|PORTOBRÁS COMERCIAL LTDA.|nan|52211,73
0350876||06.320.464/0001-61|TUBOS E CONEXÕES SUNS LTDA.|nan|154814,00
0350876||02.271.201/0001-59|ASPERBRÁS TUBOS E CONEXÕES LTDA.|nan|318322,00
0350876||11.161.972/0001-84|B&B MATERIAL HIDRÁULICO LTDA. - ME|nan|3959,00
0350876||06.320.464/0001-61|TUBOS E CONEXÕES SUNS LTDA.|nan|109333,15
0350876||03.092.799/0001-81|DOIS A ENGENHARIA E TECNOLOGIA LTDA.|nan|6850425,06
0350876||77.153.260/0001-21|SULZER PUMPS WASTEWATER BRASIL LTDA.|nan|56000,00
0350876||08.445.951/0003-00|AMERON POLYPLASTER INDÚSTRIA E COM.|nan|807720,00
0296775||28.672.087/0001-62|Saint-Gobain Canalizações Ltda - CT 12.0011|nan|2822599,80
0296775||28.672.087/0001-62|Saint-Gobain Canalizações Ltda - CT 12.0130|nan|30828600,00
0296775||28.672.087/0001-62|Saint-Gobain Canalizações Ltda - CT 13.0148|nan|231805,45
0296775||28.672.087/0001-62|Saint-Gobain Canalizações Ltda|nan|8439742,01
0296775||28.672.087/0001-62|Saint-Gobain Canalizações Ltda|nan|1076240,55
0296775||10.304.592/0001-99|AMF Equipamentos Hidráulicos Ltda.|nan|70420,00
0296775||08.217.192/0001-02|ATEC Comércio de Material Elétrico e Hidráulico Ltda|nan|94100,35
0296775||00.469.688/0001-53|Bugatti Brasil Válvulas Ltda.|nan|102060,00
0296775||08.008.080/0001-33|INAPI Indústria Nordestina de Acessórios para irrigação Ltda|nan|562827,06
0296775||08.326.548/0001-38|ECOCIL Empresa de Construções Civis Ltda.|nan|23052587,18
0424402|116/2015|10.525.827/0001-72|Conepp Consultoria Ltda|0,00|123500,00
0353055||56.096.886/0001-73|ENOTEC ENGENHARIA, OBRAS E TECNOLOGIA LTDA|nan|3700423,18
0424445|222/15|03.124.647/0001-13|GIMMA ENGENHARIA LTDA|nan|12911274,89
0319655||32.162.847/0001-20|Jofege Pavimentação e Construção Ltda.|nan|9164234,87
0218721||00.565.011/0001-19|VAP CONSTRUÇÕES LTDA|nan|0,00
0218721|071/CIDADES/2009|13.715.325/0001-00|ENGETRAN ENGENHARIA S/A|nan|12417843,69
0218721||13.715.325/0001-00|ENGETRAN ENGENHARIA S/A. PARTE III|nan|0,00
0350807||12.469.622/0001-42|Leão e Ferreira|nan|196569,49
0352723|049/2017|08.753.425/0001-83|ETCR ACQUA REC AMB LTDA ME|0,00|1353848,89
0218721||00.182.545/0001-66|JT CONSTRUÇÃO EIRELLI|nan|3600027,79
0352661||01.658.079/0001-05|Consórcio União - Escavo Construções|nan|6537985,39
0352661||||nan|226718,93
0293831|||Desapropriação de Terreno|nan|1401516,99
0218721|||INDENIZAÇÕES COM CONTRAPARTIDA|nan|92243552,72
0218721|||DESAPROPRIAÇÕES|nan|12351083,63
0352723|026/2017|02.371.211/0002-47|Eloneth Habitação, consultoria e Assessoria|0,00|1518914,49
0352723|11158/2014|15.955.966/0001-50|PREMIER|0,00|5558034,38
0352336|32/2017|33.550.203/0001-00|Tradição Engenharia Ltda.|0,00|1121030,33
0350964|009/2012-ESG|08.288.581/0001-10|I.M. Comércio e Terraplenagem Ltda|0,00|25549908,16
0350964|009/2012-DRE|08.288.581/0001-10|I.M. Comércio e Terraplenagem Ltda|0,00|7942249,30
0350964|240/2017|09.534.535/0001-17|W.S.E.Construtora Ltda.|0,00|3472530,88
0350964|082/2014|16.731.373/0001-72|COPAGEL - Empreendimentos Ltda|0,00|251973,75
1023891||07.134.125/0001-53|CONSTRUTORA GRANITO LTDA|0,00|-864525,27
1023891||07.134.125/0001-53|CONSTRUTORA GRANITO LTDA|nan|-69003,70
1023891||07.134.125/0001-53|CONSTRUTORA GRANITO LTDA|nan|0,00
0332375||23.367.529/0001-43|VERSUS CONSTRUTORA LTDA ME|nan|97950,94
1025182||21.019.862/0001-36|SUPREMA CONSTRUÇÕES E PROJETOS - ME|nan|866135,15
0408724|085/2016|01.089.250/0001-02|LUMEN CONSTRUTORA|0,00|15326509,95
0408724||21.998.472/0001-55|AQUAMEC INDUSTRIA|nan|670650,00
0408724||01.000.334/0004-70|BERMAD BRASIL|nan|19700,00
0408724||18.894.302/0001-16|FABIO ALBUQUERQUE|nan|118000,00
0408724||18.894.302/0001-16|FABIO ALBUQUERQUE|nan|42000,00
1026138||04.681.959/0001-90|Almeida Barbosa Construtora Ltda-ME|nan|1260670,32
1021265|001/2017|14.770.513/0001-96|CONSTEC - CONSTRUÇÃO SERVIÇOS DE ENGENHARIA E LOCAÇÃO DE MÃO DE OBRA|nan|2031337,17
0218819|99012/08|05.289.238/0001-00|Construtora Eficaz Ltda|nan|2685524,69
0218819|99025/08|00.539.343/0001-29|ARM Construções Ltda|nan|2757345,87
0218819|99027/08|12.162.250/0001-90|RGM Construções|nan|2694166,77
0218819|99004/08|34.405.597/0001-76|Torre Empreendimentos Ltda|nan|3416759,26
0218819|053/08|15.721.046/0001-77|SERPLAN Engenharia Ltda|nan|21640,47
0218819|095/09|07.353.068/0001-01|Nacional Locações e Construções Ltda|nan|3770737,71
0218819|059/10|01.701.309/0001-71|FUAD RASSI|nan|3185003,67
0218819|99001/12|05.325.897/0001-47|CAMEL Empreendimentos e Construções Ltda|nan|1089601,04
0218819|99025/14|05.325.897/0001-47|CAMEL Empreendimentos e Construções Ltda|nan|13573880,47
0218819|99010/15|04.246.483/0001-60|Mouro Engenharia Ltda|nan|430422,59
0374150||35.633.205/0001-99|Pórtico Construções Ltda.|nan|29849752,37
0374150||13.902.232/0001-87|WVG Construções e Infraestrutura Ltda.|nan|29849752,37
1023281||13.818.686/0001-74|FROIS CONSULTORIA EDUCACIONAL LTDA|nan|69050,00
1017729||07.483.640/0001-49|CONSTRUTORA FORNARI LTDA|nan|291795,39
1027121|20170190|16.907.259/0001-50|CONSTRUTORA ARAÚJO LTDA-ME|395250,56|39106,25
0302561||61.522.512/0001-02|CONSTRUÇÕES E COMÉRCIO CAMARGO CORREA S/A|nan|-12342496,42
1022429|35/2017|72.432.727/0001-59|CONSÓRCIO CONSTRAM/FORTEKS ENGENHARIA E SERVIÇOS ESPECIAIS LTDA|nan|0,00
1022429|31/2017|72.432.727/0001-59|CONSÓRCIO CONSTRAM/FORTEKS ENGENHARIA E SERVIÇOS ESPECIAIS LTDA|nan|2073757,66
1022429|33/2017|23.726.292/0001-40|SIGNUS CONSTRUÇÕES E ASSESSORIA TÉCNICA LTDA|nan|2174123,47
1022429|32/2017|04.732.759/0001-10|JCM CONSTRUTORA E COMERCIO LTDA|nan|1872142,58
1022429|37/2017|05.216.577/0001-59|RADIER ENGENHARIA LTDA|nan|0,00
1022429|38/2017|05.216.577/0001-59|RADIER ENGENHARIA LTDA|nan|0,00
1022429|30/2017|05.216.577/0001-59|RADIER ENGENHARIA LTDA|nan|0,00
0302561||||nan|0,00
1021271||14.770.513/0001-96|CONSTEC CONSTRUÇÃO, SERVIÇOS DE ENGENHARIA E LOCAÇÃO DE MÃO DE OBRA|nan|0,00
1021273||14.770.513/0001-96|CONSTEC - CONSTRUÇÃO, SERVIÇOS DE ENGENHARIA E LOCAÇÃO DE MÃO DE OBRA-EPP|nan|413481,32
0413181|PAv 13|13.128.798/0001-01|Construtora Celi Ltda|nan|137000,00
0224976|094/2017|05.219.643/0001-44|CONSERV - CONSTRUÇÕES E SERVIÇOS LTDA.|nan|980983,08
1014987||72.310.931/0001-05|MM LOCAÇÕES E SERVIÇOS LTDA-ME|nan|526732,62
0424401|73/15|13.920.707/0001-68|ENPRO Engenharia de Projetos e Obras Ltda|nan|1362877,50
1027185||23.367.529/0001-43|VERSUS CONSTRUTORA LTDA - ME|nan|0,00
0421268|099/2015|60.736.048/0001-94|TECPER FUNDACOES E GEOTECNIA EIRELI|3901735,27|3901735,27
0364906||10.779.248/0001-56|Pizzato Engenharia em Pré-moldados Ltda EPP (CTEF 24/2013)|nan|311230,26
0363291|1010.17.10.20.01|07.295.707/0001-22|HC CONSTRUTORA E INCORPORADORA LTDA ME|nan|171445,15
0413181|PAv 04|00.001.078/7045-20|Espólio - Hunaldo Mendes da Silva|nan|1174410,05
0413181|PAv 05|00.001.078/7045-20|Espólio - Hunaldo Mendes da Silva|nan|250000,00
1027185||02.877.290/0001-81|ITAMAR A DE PAIVA COMÉRCIO SERVIÇOS E DISTRIBUIÇÃO|nan|387480,40
1027185||07.875.146/0001-20|SERRA MOBILE INDÚSTRIA E COMÉRCIO LTDA|nan|96170,00
1022429||05.216.577/0001-59|RADIER ENGENHARIA LTDA|nan|0,00
0218716||06.267.018/0001-30|HOLLUS SERVIÇOS TECNICOS ESPECIALIZADOS LTDA|nan|1941384,83
1034012||08.780.160/0001-02|MELF CONSTRUTORA EIRELI - ME|nan|400810,23
0292752||03.453.030/0001-41|Freedom Engenharia e Construção Ltda.|nan|2578169,18
0413181|ARP 10/17|69.939.239/0001-28|Hidroplast Indústria e Comércio Ltda|nan|35700,00
0218816|99025/07|00.131.689/0001-93|Sólida Engenharia e Construções Ltda|0,00|13085106,50
0218816|99011/11|03.896.048/0001-18|Bomfim & Santos Ltda|0,00|258103,35
0218816|99037/13|05.325.897/0001-47|CAMEL Empreendimentos e Construções Ltda|0,00|4030669,29
0320107||12.388.278/0001-67|CONVEM - Comércio de Veículos LTDA|nan|702000,00
0320107||16.701.716/0001-56|FIAT Automóveis S.A.|nan|738653,12
0218824||11.385.969/0001-44|Priori Soluções e Serviços|nan|1013999,99
0320107||81.243.735/0019-77|POSITIVO Informática S/A|nan|248644,50
0335669||11.381.605/0001-96|EICOMNOR ENG IMP C. N. LTDA|nan|23341,42
0218721|034/2017|06.041.914/0001-94|RESUMO CONSTRUÇÕES LTDA-ME|nan|1115189,03
0352723|354/2017|14.915.029/0001-08|ENCOMIND|0,00|2807338,04
1014987||09.494.020/0001-30|CONSTRUTORA LIDERANCA EIRELI - ME|nan|-536729,10
1014987||72.310.931/0001-05|MM LOCAÇÕES E SERVIÇOS LTDA-ME|nan|0,00
0218824||62.533.278/0001-81|HE Engenharia|nan|7228701,27
0425851|3717392,30|07.436.021/0001-01|AUGE ENGENHARIA E CONSTRUÇÕES LTDA - EPP|nan|0,00
0413181|154/17|10.967.452/0001-09|Construtora e Incorporadora Valença Ltda - EPP|nan|1214180,42
0424393|052/PGE-17|27.131.536/0001-00|Consórcio A. Gaspar/Proacqua|0,00|150577955,15
1020861||14.866.221/0001-51|SOUSA & LIMA CONSTRUÇÕES LTDA - EPP|0,00|396584,26
0293831||09.144.331/0001-70|IDETEC - INSTITUTO DE DESENV CIENTÍFICO, TECNOLÓGICO E AMBIENTAL|nan|1141606,65
0413181|007/18|77.153.260/0013-65|Sulzer Pumps Wastewater Brasil Ltda|nan|0,00
0413181|008/18|21.278.884/0001-10|Licita Distribuição, Comércio e Serviços EIRELI EPP|nan|0,00
0413181|009/18|05.204.509/0001-70|JOPLAS Industrial Ltda|nan|3749991,40
0413181|010/18|69.939.239/0001-28|Hidroplast Indústria e Comércio Ltda|nan|708184,86
0413181|004/18|08.984.318/0001-66|Corr Plastik Industrial Ltda|nan|0,00
0413181|005/18|07.999.951/0001-65|F.I. Comércio em Geral EIRELI EPP|nan|0,00
0413181|006/18|05.204.509/0001-70|JOPLAS Industrial Ltda|nan|1349996,64
0218721|002/CIDADES/2018|17.631.977/0001-00|SECON SERVIÇO E CONSTRUÇÃO EIRELI|nan|626816,39
0424365||03.253.059/0001-80|Bruno Cesar Boff - ME|nan|334,80
0424365||07.240.770/0001-50|Grafica e Editora Express Ltda|nan|628,00
0424365||63.615.058/0001-60|Gilson Monteiro da Silva - EPP|nan|1690,00
0424365||06.148.387/0001-04|Marciana Gallina Saugo EPP|nan|2200,00
0424365||07.240.770/0001-50|Grafica e Editora Express Ltda|nan|7780,00
0424365||27.026.609/0001-96|OEKO Bioplasticos Eirelle EPP|nan|105807,60
0402227|163/2017|13.031.257/0001-52|Construtora CELI Ltda.|16350997,58|14427919,05
0218819|99003/18|05.325.897/0001-47|CAMEL Empreendimentos e Construções Ltda|nan|11198527,77
1032231|4/2018|09.509.747/0001-44|SO NORTE CONSTRUCOES E REPRESENTACOES LTDA|nan|855497,35
1001246||08.057.706/0001-00|LBR CONSTRUÇÕES, EVENTOS E LOCAÇÕES LTDA - ME|nan|0,00
0370536||07.521.324/0001-14|CONSTRUTORA TABAÍ - EPP|nan|416902,45
1027369|26/03/2019|02.200.917/0001-65|COPA ENGENHARIA LTDA|nan|0,00
0424378|2017.09.13.2|14.600.206/0001-67|MAGNO HEBREUS BELCHIOR PIRES - ME|nan|126500,00
0302561|09/2018|26.381.989/0001-14|ENGIBRAS ENGENHARIA S.A|3655997,15|3655997,15
1023281||49.892.052/0001-09|Empresa SANGEX Construções Ltda|nan|1854158,00
1023281||08.427.405/0001-12|ITATUBOS Pré Moldados de Concreto Ltda|nan|894177,40
0218819|99005/18|18.310.661/0001-89|AP Construções Ltda|nan|402315,95
0218827|111/2016|47.497.367/0001-26|TERRACOM CONSTRUÇÕES LTDA|nan|18199764,91
0352668|145/2013|47.497.367/0001-26|TERRACOM CONSTRUÇÕES LTDA|nan|33414088,07
0352668|142/2013|01.882.989/0001-77|NAUMITRA ENGENHARIA LTDA-ME|nan|1997014,00
0233455|001/2009|49.957.137/0001-28|TERMAQ TERRAPLENAGEM CONST. CIVIL E ESCAVAÇÕES LTDA|nan|11448255,36
0233455||07.085.336/0001-43|HUMANIZAR CONSULTORIA SÓCIO AMBIENTAL LTDA|nan|190000,00
0233455|111/2014|68.134.360/0001-10|COMANDAÍ ENGENHARIA E COMERCIO LTDA|nan|2960882,57
0233455|105/2014|13.034.156/0001-35|TETO CONSTRUTORA S/A|nan|2724376,11
0233471|115/2010|49.957.137/0001-28|TERMAQ TERRAPLENAGEM CONSTRUCAO CIVIL E ESCAVACOES LTDA|nan|17643225,28
0233471|052/2016|10.292.398/0001-30|TECNOJAD CONSTRUTORA LTDA|nan|10244274,64
0233471|06/2011|08.918.454/0001-58|ELOS GESTÃO SOCIAL E DESENVOLVIMENTO HUMANO LTDA ME|nan|490000,00
0192876|073/2007|77.620.631/0001-38|TRIX ENGENHARIA CIVIL LTDA|nan|1134720,00
0413181|041/18|05.325.897/0001-47|CAMEL Empreendimentos e Construções Ltda|nan|28703476,88
0413181|042/18|02.053.711/0001-50|SERCOL Saneamento e Construções Ltda|nan|25045303,93
0352670||14.892.363/0001-93|thomes terraplanagem e serviços ltda me|nan|4303993,46
0222674||61.073.334/0001-80|	GUIMACON ENGENHARIA E CONSTRUÇÕES|nan|3125113,14
0222674||61.063.087/0001-30|CTP CONSTRUTORA LTDA|nan|3454326,99
0222674||48.111.017/0001-42|PROJETE CONSTRUTORA LTDA.|nan|3012968,08
1042137||15.413.107/0001-39|Mosena Equipamentos Agropecuários Ltda|nan|989290,00
1042137||18.272.465/0001-67|MB Comércio e Maquinas, Ferramentas e Serviços Agropecuários Ltda|nan|235240,00
1042137||06.613.266/0001-23|Indumapal Equipamentos Agrícolas Ltda|nan|73000,00
1042137||92.264.472/0001-70|Kohler Implementos Agrícolas Eireli|nan|136000,00
0352302||03.743.301/0011-75|SENAC - Serviço Nacional de Aprendizagem Comercial|nan|121580,00
0352302||03.810.810/0011-73|SENAI-DR/ES- Serviço Nacional de APrendizagem Industrial|nan|89002,00
0352302||00.243.756/0001-61|Gabriel & Cia LTDA-ME|nan|102580,80
1013360|013/2015|10.514.077/0001-33|CJLConstrutora LTDA - ME|nan|214311,36
1013360|001/2018|08.071.396/0001-70|Adobe Engenharia Eirele - EPP|0,00|3892466,04
0218721|013/CIDADES/2018|08.642.026/0001-45|OK EMPREENDIMENTOS CONSTRUÇÕES E SERVIÇOS LTDA|nan|4577365,12
1028399||07.295.705/0001-22|HC CONSTRITORA E INCORPORADORA LTDA - ME|nan|0,00
0352719||18.227.118/0001-12|SCALLI SERVIÇOS DE APOIO ADMINISTRATIVO LTDA - EPP|nan|347500,00
0367884|070/2016|00.965.611/0001-74|BMV CONSTRUÇÕES E INCORPORAÇÕES LTDA|nan|1078193,80
0438474|809115001100|14.347.597/0001-50|EMPRESA CRJ PROJETOS E OBRAS LTDA|11290954,77|11194736,87
0438474|834316001100|28.559.907/0001-04|CONSÓRCIO INTEGRAÇÃO|nan|49324404,41
1040342|19/04/2018|16.841.513/0001-65|ETAPA ENGENHARIA LTDA ME|0,00|0,00
1027775|008/2017|07.232.645/0001-07|PO CONSTRUÇÕES E SERVIÇOS LTDA-ME|nan|272896,04
0351020|347/2013|01.333.709/0001-71|Submar Serviços Subaquaticos Ltda Me|0,00|16422822,92
0351020|453/2016|07.999.671/0001-57|Ludemann Engenheiros Associados S/S|230000,00|230000,00
0424014||04.023.803/0001-12|CONSTRUDANTAS - CONST E INCORPORAÇÃO LTDA|nan|5059053,80
0438474|807117301100|88.309.620/0001-58|ALSTON BRASIL ENERGIA E TRANSPORTE LTDA|nan|42483047,01
0438474|816417001100|29.619.317/0001-92|CONSÓRCIO VERDEBIANCO E WVG|nan|735936,15
0438474|837017001100|43.507.235/0001-87|CONSTRUTORA UBIRATAN LTDA|0,00|7558652,07
1034779|06/08/2019|02.200.917/0001-65|COPA ENGENHARIA LTDA|0,00|-1051065,90
1034779|12.005/2020|02.200.917/0001-65|COPA ENGENHARIA LTDA|nan|1266568,12
0311992|001/2017|25.175.294/0001-13|Rotha Engenharia Ltda.|nan|386074,65
0375068|001/2017|25.175.294/0001-13|Rotha Engenharia Ltda.|nan|979973,67
0352336|132/2016|08.033.684/0001-30|WEIS EMPREENDIMENTOS LTDA - ME|0,00|5684351,60
1028495|16/05/2018|15.098.144/0001-08|PMMX Engenharia Ltda|0,00|1426544,94
0413181|095/18|60.039.401/0001-87|Xylem Brasil Soluções para Água Ltda|nan|182000,00
0413181|096/18|07.534.344/0001-20|MMG Comércio e Serviços Ltda|nan|210652,56
0413181|097/18|08.448.951/0001-30|Ameron Polyplaster Indústria e Comércio de Tubos Ltda|nan|139399,56
0413181|098/18|11.069.316/0003-18|Tubos Tigre-ADS do Brasil Ltda|nan|132537,60
0218846|128/2014|54.134.309/0001-01|TSENGE Engenharia S/S|nan|284201,28
0218846||58.645.219/0004-70|COBRAPE|nan|0,00
0218846|022/2013|49.189.822/0001-51|CODESAVI -CIA DESNVOL.SÃO VICENTE|nan|180765,51
0218846||08.998.327/0001-10|CONSORCIO SAMBAIATUBA III|nan|0,00
0218846||49.957.137/0001-28|TERMAQ TERRAPLENAGEM CONST CIVIL LTDA|nan|0,00
0192889|91|17.853.571/0001-71|Zaqueu S.L.J Construtora LTDA|nan|82987,14
0192889|16|49.957.137/0001-28|TERMAQ Terraplenagem  Construção Civil e Escavações LTDA|nan|12145001,06
0192889|36|08.630.358/0001-00|Construtora ALLAN Ltda - EPP|nan|119500,00
0218845||49.189.822/0001-51|CODESAVI - Companhia de Desenvolvimento de São Vicente|nan|16937238,32
0218845|249|49.957.137/0001-28|TERMAQ - Terraplenagem, Construção Civil e Escavações Ltda.|nan|0,00
1031222|114/18|01.988.564/0001-47|TEOREMA CONSTRUTORA EIRELI|nan|2300035,30
1030130|04/08/2020|02.200.917/0001-65|COPA ENGENHARIA LTDA|nan|0,00
1030130|06/08/2019|02.200.917/0001-65|COPA ENGENHARIA LTDA|0,00|-1341627,52
1028399|18/05/2018|07.295.705/0001-22|HC CONSTRITORA E INCORPORADORA LTDA - ME|nan|-21,68
0413181|105/18|00.086.165/0001-28|Construtora ARTEC S/A|nan|1122451,10
0408674|087/PGE/15|23.331.702/0001-53|Consorcio Cosatel e Mam|nan|25836729,75
0352703|15|13.034.156/0001-35|Teto construtora S/A|nan|2442210,64
0413181|PAv 06|00.001.078/7045-20|Espóio - Hunaldo Mendes da Silva|nan|102000,00
0413181|PAv 08|13.176.441/0001-90|Associação de Moradores do Jardim Sol Nascente|nan|104000,00
0413181|PAv 16|00.000.368/5125-68|Espólio - Celuta Porto da Cruz|0,00|320000,00
1028745|CONCORRÊNCIA PÚBLICA Nº 001/2018|19.206.859/0001-80|ESQUADRA CONSTRUÇÕES EIRELLI|nan|283109,81
1032183|001/2018/SMC-CP|19.206.859/0001-80|ESQUADRA CONSTRUÇÕES EIRELLI|0,00|3917,03
1021777|PREGÃO 006/2018|06.341.162/3009-24|MARDISA VEICULOS S.A.|nan|142000,00
0425851|PA GIGOV001 - 0425851-90||AUGE ENGENHARIA E CONSTRUÇÕES LTDA - EPP|nan|3692072,15
1033325|06.18.06.05.001|00.565.011/0001-19|VAP COSNTRUÇÕES LTDA|0,00|-3550,76
0218778|6796/2018|12.439.429/0001-69|LOGOSSOLAR SERVIÇO SOCIAL AMBIENTAL E SAÚDE LTDA- ME|nan|133000,00
1021210|2018.01.08.01-01|05.085.438/0001-33|KAOMA PEREIRA SILVA - ME|19449,02|19449,02
0218721|015/CIDADES/2018|07.011.737/0001-59|CONSTRUTORA FERREIRA SANTOS LTDA|nan|384154,06
0218721|014/CIDADES/2018|07.011.737/0001-59|CONSTRUTORA FERREIRA SANTOS LTDA|nan|691011,10
